ori,agency_name,state,population
NC01011,BALD HEAD ISLAND,NC,282
NC00602,BANNER ELK,NC,1201
NC00700,BEAUFORT,NC,32673
NC01601,BEAUFORT,NC,5006
NC00605,BEECH MOUNTAIN,NC,594
NC00703,BELHAVEN,NC,1405
NC03601,BELMONT,NC,16272
NC05102,BENSON,NC,4678
NC00800,BERTIE,NC,12396
NC03602,BESSEMER CITY,NC,5802
NC07404,BETHEL,NC,1415
NC03102,BEULAVILLE,NC,1171
NC01103,BILTMORE FOREST,NC,1478
NC06202,BISCOE,NC,1907
NC09802,BLACK CREEK,NC,700
NC01102,BLACK MOUNTAIN,NC,8605
NC00900,BLADEN,NC,24019
NC00901,BLADENBORO,NC,1641
NC09502,BLOWING ROCK,NC,1230
NC01005,BOILING SPRING LAKES,NC,6964
NC02303,BOILING SPRINGS,NC,4766
NC02407,BOLTON,NC,381
NC09501,BOONE,NC,20222
NC09903,BOONVILLE,NC,1219
NC08801,BREVARD,NC,8012
NC02506,BRIDGETON,NC,350
NC05302,BROADWAY,NC,1385
NC01805,BROOKFORD,NC,453
NC01000,BRUNSWICK,NC,101248
NC02409,BRUNSWICK,NC,983
NC08701,BRYSON CITY,NC,1513
NC01100,BUNCOMBE,NC,162165
NC03504,BUNN,NC,386
NC07101,BURGAW,NC,3849
NC01200,BURKE,NC,61392
NC00101,BURLINGTON,NC,59483
NC10001,BURNSVILLE,NC,1629
NC03902,BUTNER,NC,8176
NC01300,CABARRUS,NC,83983
NC01400,CALDWELL,NC,53290
NC03108,CALYPSO,NC,339
NC01500,CAMDEN,NC,11343
NC06312,CAMERON,NC,268
NC06203,CANDOR,NC,826
NC04401,CANTON,NC,4422
NC01605,CAPE CARTERET,NC,2303
NC06501,CAROLINA BEACH,NC,6943
NC06803,CARRBORO,NC,21029
NC01600,CARTERET,NC,41817
NC06305,CARTHAGE,NC,3057
NC09203,CARY,NC,180581
NC01700,CASWELL,NC,22326
NC01010,CASWELL BEACH,NC,386
NC01800,CATAWBA,NC,89304
NC01808,CATAWBA,NC,735
NC03505,CENTERVILLE,NC,111
NC02402,CHADBOURN,NC,1521
NC06801,CHAPEL HILL,NC,62990
NC06001,CHARLOTTE-MECKLENBURG,NC,1035037
NC01900,CHATHAM,NC,68341
NC02000,CHEROKEE,NC,27249
NC03603,CHERRYVILLE,NC,6461
NC08001,CHINA GROVE,NC,4652
NC00704,CHOCOWINITY,NC,747
NC02100,CHOWAN,NC,9433
NC01806,CLAREMONT,NC,1768
NC00902,CLARKTON,NC,603
NC02200,CLAY,NC,12271
NC05103,CLAYTON,NC,33135
NC02300,CLEVELAND,NC,64210
NC08009,CLEVELAND,NC,895
NC08201,CLINTON,NC,8305
NC04403,CLYDE,NC,1380
NC04303,COATS,NC,2362
NC00806,COLERAIN,NC,200
NC08901,COLUMBIA,NC,605
NC02400,COLUMBUS,NC,37962
NC07503,COLUMBUS,NC,1053
NC01301,CONCORD,NC,114348
NC01801,CONOVER,NC,8841
NC06602,CONWAY,NC,698
NC03002,COOLEEMEE,NC,998
NC06004,CORNELIUS,NC,35117
NC03611,CRAMERTON,NC,5676
NC02500,CRAVEN,NC,44399
NC03903,CREEDMOOR,NC,5082
NC00603,CROSSNORE,NC,152
NC02600,CUMBERLAND,NC,98453
NC02700,CURRITUCK,NC,33314
NC03604,DALLAS,NC,6353
NC02800,DARE,NC,18451
NC02900,DAVIDSON,NC,123997
NC06005,DAVIDSON,NC,16240
NC03000,DAVIE,NC,46007
NC02903,DENTON,NC,1603
NC08604,DOBSON,NC,1469
NC02505,DOVER,NC,347
NC01203,DREXEL,NC,1783
NC00905,DUBLIN,NC,264
NC02807,DUCK,NC,741
NC04301,DUNN,NC,8835
NC03100,DUPLIN,NC,40367
NC03200,DURHAM,NC,37391
NC03201,DURHAM,NC,306696
NC09904,EAST BEND,NC,642
NC08002,EAST SPENCER,NC,1639
NC07901,EDEN,NC,15395
NC02101,EDENTON,NC,4499
NC03300,EDGECOMBE,NC,21147
NC07001,ELIZABETH CITY,NC,19085
NC00903,ELIZABETHTOWN,NC,3286
NC00604,ELK PARK,NC,559
NC08601,ELKIN,NC,4015
NC07701,ELLERBE,NC,839
NC09803,ELM CITY,NC,1225
NC00102,ELON,NC,11372
NC01606,EMERALD ISLE,NC,4041
NC04201,ENFIELD,NC,1776
NC04305,ERWIN,NC,4954
NC09602,EUREKA,NC,219
NC05907,EVERETTS,NC,144
NC02403,FAIR BLUFF,NC,735
NC07805,FAIRMONT,NC,2219
NC03103,FAISON,NC,817
NC07402,FARMVILLE,NC,4569
NC02601,FAYETTEVILLE,NC,209151
NC04503,FLETCHER,NC,8322
NC08101,FOREST CITY,NC,7405
NC03400,FORSYTH,NC,114329
NC07405,FOUNTAIN,NC,392
NC05104,FOUR OAKS,NC,2797
NC06309,FOXFIRE VILLAGE,NC,1429
NC03500,FRANKLIN,NC,67441
NC05701,FRANKLIN,NC,4408
NC03502,FRANKLINTON,NC,2918
NC07602,FRANKLINVILLE,NC,1255
NC09603,FREMONT,NC,1211
NC09204,FUQUAY-VARINA,NC,49846
NC08202,GARLAND,NC,618
NC09205,GARNER,NC,41639
NC06608,GARYSBURG,NC,856
NC06603,GASTON,NC,956
NC03605,GASTON COUNTY POLICE DEP,NC,84880
NC03606,GASTONIA,NC,86826
NC03700,GATES,NC,10257
NC03701,GATESVILLE,NC,258
NC08302,GIBSON,NC,457
NC04101,GIBSONVILLE,NC,5246
NC01204,GLEN ALPINE,NC,1534
NC09601,GOLDSBORO,NC,34664
NC00103,GRAHAM,NC,19892
NC03800,GRAHAM,NC,8211
NC01401,GRANITE FALLS,NC,4944
NC08008,GRANITE QUARRY,NC,3135
NC03900,GRANVILLE,NC,39588
NC04000,GREENE,NC,19146
NC04102,GREENSBORO,NC,310328
NC07403,GREENVILLE,NC,96214
NC07406,GRIFTON,NC,2379
NC07407,GRIMESLAND,NC,404
NC04100,GUILFORD,NC,132642
NC04200,HALIFAX,NC,26953
NC04204,HALIFAX,NC,159
NC07702,HAMLET,NC,5855
NC04903,HARMONY,NC,630
NC04300,HARNETT,NC,120729
NC05903,HASSELL,NC,47
NC02501,HAVELOCK,NC,17283
NC00105,HAW RIVER,NC,2426
NC04400,HAYWOOD,NC,46229
NC04500,HENDERSON,NC,95351
NC09101,HENDERSON,NC,14745
NC04501,HENDERSONVILLE,NC,15770
NC04600,HERTFORD,NC,11152
NC07201,HERTFORD,NC,2005
NC01802,HICKORY,NC,45316
NC04103,HIGH POINT,NC,111595
NC03613,HIGH SHOALS,NC,634
NC05702,HIGHLANDS,NC,1122
NC06802,HILLSBOROUGH,NC,9802
NC04209,HOBGOOD,NC,258
NC04700,HOKE,NC,51584
NC01004,HOLDEN BEACH,NC,921
NC06702,HOLLY RIDGE,NC,6228
NC09217,HOLLY SPRINGS,NC,50637
NC04001,HOOKERTON,NC,417
NC02602,HOPE MILLS,NC,18173
NC05802,HOT SPRINGS,NC,549
NC01404,HUDSON,NC,3767
NC06006,HUNTERSVILLE,NC,68534
NC04800,HYDE,NC,4599
NC01609,INDIAN BEACH,NC,233
NC04900,IREDELL,NC,120444
NC05000,JACKSON,NC,43353
NC06604,JACKSON,NC,409
NC06701,JACKSONVILLE,NC,70256
NC05904,JAMESVILLE,NC,408
NC00502,JEFFERSON,NC,1653
NC05100,JOHNSTON,NC,188715
NC05200,JONES,NC,8690
NC09901,JONESVILLE,NC,2341
NC01302,KANNAPOLIS,NC,50384
NC03104,KENANSVILLE,NC,775
NC05105,KENLY,NC,1527
NC03401,KERNERSVILLE,NC,28734
NC02801,KILL DEVIL HILLS,NC,7763
NC08503,KING,NC,7264
NC02301,KINGS MOUNTAIN,NC,10750
NC02309,KINGSTOWN,NC,665
NC05401,KINSTON,NC,19459
NC02805,KITTY HAWK,NC,3687
NC09206,KNIGHTDALE,NC,22474
NC06504,KURE BEACH,NC,2147
NC05402,LA GRANGE,NC,3013
NC08104,LAKE LURE,NC,1396
NC03506,LAKE ROYALE,NC,2964
NC02406,LAKE WACCAMAW,NC,1212
NC08003,LANDIS,NC,3873
NC04502,LAUREL PARK,NC,2337
NC08301,LAURINBURG,NC,15138
NC02304,LAWNDALE,NC,575
NC05300,LEE,NC,34774
NC01013,LELAND,NC,37268
NC01402,LENOIR,NC,18263
NC05400,LENOIR,NC,35307
NC00803,LEWISTON WOODVILLE,NC,406
NC02901,LEXINGTON,NC,20003
NC07603,LIBERTY,NC,2729
NC00402,LILESVILLE,NC,392
NC04304,LILLINGTON,NC,4861
NC05500,LINCOLN,NC,87687
NC05501,LINCOLNTON,NC,12678
NC04206,LITTLETON,NC,535
NC08405,LOCUST,NC,5591
NC01807,LONG VIEW,NC,4567
NC03501,LOUISBURG,NC,3501
NC04905,LOVE VALLEY,NC,180
NC03608,LOWELL,NC,3915
NC09804,LUCAMA,NC,1065
NC07801,LUMBERTON,NC,18882
NC03303,MACCLESFIELD,NC,406
NC05700,MACON,NC,33586
NC05800,MADISON,NC,19001
NC07903,MADISON,NC,2187
NC04405,MAGGIE VALLEY,NC,1748
NC03107,MAGNOLIA,NC,876
NC01803,MAIDEN,NC,3892
NC02802,MANTEO,NC,1595
NC05601,MARION,NC,7492
NC05803,MARS HILL,NC,2244
NC05801,MARSHALL,NC,821
NC09001,MARSHVILLE,NC,2755
NC05900,MARTIN,NC,15159
NC06007,MATTHEWS,NC,32715
NC07802,MAXTON,NC,1932
NC07904,MAYODAN,NC,2494
NC05202,MAYSVILLE,NC,849
NC03610,MCADENVILLE,NC,948
NC05600,MCDOWELL,NC,37099
NC00104,MEBANE,NC,16468
NC05109,MICRO,NC,548
NC06405,MIDDLESEX,NC,969
NC06029,MINT HILL,NC,29430
NC08408,MISENHEIMER,NC,648
NC06100,MITCHELL,NC,12411
NC03001,MOCKSVILLE,NC,6304
NC09002,MONROE,NC,41528
NC06200,MONTGOMERY,NC,18760
NC01105,MONTREAT,NC,1047
NC06300,MOORE,NC,50010
NC04901,MOORESVILLE,NC,53489
NC01602,MOREHEAD CITY,NC,10060
NC01201,MORGANTON,NC,17905
NC09213,MORRISVILLE,NC,33050
NC00403,MORVEN,NC,327
NC08602,MOUNT AIRY,NC,10562
NC06204,MOUNT GILEAD,NC,1189
NC03609,MOUNT HOLLY,NC,18971
NC09604,MOUNT OLIVE,NC,4517
NC04602,MURFREESBORO,NC,2212
NC02002,MURPHY,NC,1714
NC02803,NAGS HEAD,NC,3088
NC06400,NASH,NC,49074
NC06401,NASHVILLE,NC,5901
NC01014,NAVASSA,NC,1892
NC02502,NEW BERN,NC,34980
NC06500,NEW HANOVER,NC,108399
NC00601,NEWLAND,NC,737
NC01604,NEWPORT,NC,4542
NC01804,NEWTON,NC,13678
NC08203,NEWTON GROVE,NC,598
NC09301,NORLINA,NC,936
NC06708,NORTH TOPSAIL BEACH,NC,1100
NC09701,NORTH WILKESBORO,NC,4403
NC06600,NORTHAMPTON,NC,12085
NC01016,NORTHWEST,NC,1145
NC08402,NORWOOD,NC,2561
NC05905,OAK CITY,NC,263
NC01001,OAK ISLAND,NC,9574
NC08403,OAKBORO,NC,2308
NC01008,OCEAN ISLE BEACH,NC,990
NC05602,OLD FORT,NC,838
NC06700,ONSLOW,NC,130093
NC06800,ORANGE,NC,56384
NC06902,ORIENTAL,NC,908
NC03901,OXFORD,NC,9022
NC06900,PAMLICO,NC,11697
NC07806,PARKTON,NC,505
NC07000,PASQUOTANK,NC,22606
NC07807,PEMBROKE,NC,2877
NC07100,PENDER,NC,63439
NC07200,PERQUIMANS,NC,12990
NC07300,PERSON,NC,32042
NC09605,PIKEVILLE,NC,733
NC08603,PILOT MOUNTAIN,NC,1429
NC01607,PINE KNOLL SHORES,NC,1448
NC05106,PINE LEVEL,NC,2424
NC06306,PINEBLUFF,NC,1558
NC06302,PINEHURST,NC,18714
NC03304,PINETOPS,NC,1193
NC06003,PINEVILLE,NC,11812
NC05403,PINK HILL,NC,457
NC07400,PITT,NC,63146
NC01902,PITTSBORO,NC,5099
NC09401,PLYMOUTH,NC,3161
NC07500,POLK,NC,17224
NC00404,POLKTON,NC,2826
NC02307,POLKVILLE,NC,526
NC05107,PRINCETON,NC,1557
NC03305,PRINCEVILLE,NC,1290
NC04701,RAEFORD,NC,4584
NC09201,RALEIGH,NC,507048
NC07604,RAMSEUR,NC,1794
NC07605,RANDLEMAN,NC,4713
NC07600,RANDOLPH,NC,99409
NC03612,RANLO,NC,4817
NC07803,RED SPRINGS,NC,3205
NC07905,REIDSVILLE,NC,14659
NC01403,RHODHISS,NC,640
NC06601,RICH SQUARE,NC,839
NC06703,RICHLANDS,NC,2485
NC07700,RICHMOND,NC,27231
NC02507,RIVER BEND,NC,2879
NC04202,ROANOKE RAPIDS,NC,14422
NC06303,ROBBINS,NC,1295
NC03801,ROBBINSVILLE,NC,577
NC05906,ROBERSONVILLE,NC,1220
NC07800,ROBESON,NC,86639
NC07703,ROCKINGHAM,NC,8703
NC07900,ROCKINGHAM,NC,57962
NC08006,ROCKWELL,NC,2412
NC03301,ROCKY MOUNT,NC,39283
NC09211,ROLESVILLE,NC,12459
NC09703,RONDA,NC,443
NC09402,ROPER,NC,466
NC03105,ROSE HILL,NC,1417
NC08204,ROSEBORO,NC,1174
NC08000,ROWAN,NC,86540
NC07808,ROWLAND,NC,896
NC07301,ROXBORO,NC,8325
NC08100,RUTHERFORD,NC,49147
NC08102,RUTHERFORDTON,NC,3732
NC08205,SALEMBURG,NC,463
NC08005,SALISBURY,NC,36900
NC07502,SALUDA,NC,650
NC08200,SAMPSON,NC,51812
NC05301,SANFORD,NC,33695
NC09805,SARATOGA,NC,353
NC08300,SCOTLAND,NC,18039
NC04203,SCOTLAND NECK,NC,1579
NC06605,SEABOARD,NC,499
NC07607,SEAGROVE,NC,241
NC05108,SELMA,NC,7462
NC09504,SEVEN DEVILS,NC,275
NC01002,SHALLOTTE,NC,5454
NC06406,SHARPSBURG,NC,1124
NC02302,SHELBY,NC,22991
NC01901,SILER CITY,NC,8172
NC09807,SIMS,NC,346
NC05101,SMITHFIELD,NC,13192
NC04002,SNOW HILL,NC,1574
NC06304,SOUTHERN PINES,NC,17329
NC02804,SOUTHERN SHORES,NC,3133
NC01003,SOUTHPORT,NC,4431
NC00301,SPARTA,NC,1910
NC08007,SPENCER,NC,3431
NC08103,SPINDALE,NC,4188
NC06402,SPRING HOPE,NC,1370
NC02603,SPRING LAKE,NC,11500
NC06101,SPRUCE PINE,NC,2191
NC07804,ST. PAULS,NC,2089
NC09005,STALLINGS,NC,17511
NC08404,STANFIELD,NC,1739
NC03607,STANLEY,NC,4189
NC08400,STANLY,NC,36236
NC09806,STANTONSBURG,NC,767
NC06205,STAR,NC,824
NC04902,STATESVILLE,NC,32519
NC02605,STEDMAN,NC,1309
NC08500,STOKES,NC,38897
NC07907,STONEVILLE,NC,1362
NC00606,SUGAR MOUNTAIN,NC,384
NC01007,SUNSET BEACH,NC,4615
NC07103,SURF CITY,NC,4832
NC08600,SURRY,NC,54083
NC08700,SWAIN,NC,12387
NC06704,SWANSBORO,NC,4273
NC05001,SYLVA,NC,2721
NC02404,TABOR CITY,NC,3824
NC03302,TARBORO,NC,11023
NC00201,TAYLORSVILLE,NC,2288
NC06311,TAYLORTOWN,NC,701
NC02902,THOMASVILLE,NC,27203
NC07102,TOPSAIL BEACH,NC,509
NC08800,TRANSYLVANIA,NC,26290
NC02504,TRENT WOODS,NC,4041
NC04904,TROUTMAN,NC,4348
NC06201,TROY,NC,3010
NC07501,TRYON,NC,1626
NC08900,TYRRELL,NC,3590
NC09000,UNION,NC,179357
NC01202,VALDESE,NC,4719
NC09100,VANCE,NC,27517
NC02503,VANCEBORO,NC,864
NC06307,VASS,NC,1055
NC00401,WADESBORO,NC,4952
NC08303,WAGRAM,NC,615
NC09200,WAKE,NC,193737
NC09207,WAKE FOREST,NC,55671
NC03101,WALLACE,NC,3561
NC08501,WALNUT COVE,NC,1608
NC09608,WALNUT CREEK,NC,1109
NC09300,WARREN,NC,17421
NC09302,WARRENTON,NC,838
NC03106,WARSAW,NC,2822
NC00701,WASHINGTON,NC,9702
NC09400,WASHINGTON,NC,7408
NC09500,WATAUGA,NC,32785
NC09003,WAXHAW,NC,23823
NC09600,WAYNE,NC,78700
NC04402,WAYNESVILLE,NC,10829
NC01104,WEAVERVILLE,NC,4854
NC04207,WELDON,NC,1356
NC09208,WENDELL,NC,19206
NC00501,WEST JEFFERSON,NC,1347
NC06308,WHISPERING PINES,NC,5525
NC06407,WHITAKERS,NC,351
NC00904,WHITE LAKE,NC,854
NC02405,WHITEVILLE,NC,4673
NC09700,WILKES,NC,58151
NC09702,WILKESBORO,NC,3607
NC05901,WILLIAMSTON,NC,5027
NC06502,WILMINGTON,NC,127752
NC09800,WILSON,NC,30133
NC09801,WILSON,NC,48609
NC05114,WILSON'S MILLS,NC,3010
NC00802,WINDSOR,NC,3232
NC07202,WINFALL,NC,576
NC09004,WINGATE,NC,4571
NC03402,WINSTON-SALEM,NC,257431
NC07408,WINTERVILLE,NC,10999
NC04603,WINTON,NC,590
NC01106,WOODFIN,NC,8204
NC06606,WOODLAND,NC,521
NC06503,WRIGHTSVILLE BEACH,NC,2397
NC09900,YADKIN,NC,30930
NC09902,YADKINVILLE,NC,3033
NC10000,YANCEY,NC,17482
NC01703,YANCEYVILLE,NC,1795
NC03503,YOUNGSVILLE,NC,2456
NC09209,ZEBULON,NC,11612
ND00100,ADAMS,ND,2126
ND02703,ARNEGARD,ND,290
ND00200,BARNES,ND,4183
ND04502,BELFIELD,ND,990
ND00300,BENSON,ND,5698
ND05106,BERTHOLD,ND,463
ND02901,BEULAH,ND,3045
ND00400,BILLINGS,ND,922
ND00801,BISMARCK,ND,78814
ND00500,BOTTINEAU,ND,6381
ND00501,BOTTINEAU,ND,2194
ND00600,BOWMAN,ND,1453
ND00601,BOWMAN,ND,1404
ND00700,BURKE,ND,1767
ND00800,BURLEIGH,ND,20658
ND05103,BURLINGTON,ND,1346
ND04801,CANDO,ND,1049
ND01601,CARRINGTON,ND,2004
ND01901,CARSON,ND,243
ND00900,CASS,ND,24139
ND00901,CASSELTON,ND,2489
ND01000,CAVALIER,ND,3527
ND03401,CAVALIER,ND,1212
ND02001,COOPERSTOWN,ND,953
ND01201,CROSBY,ND,1024
ND03601,DEVILS LAKE,ND,7316
ND01100,DICKEY,ND,2001
ND04501,DICKINSON,ND,25670
ND01200,DIVIDE,ND,2099
ND03403,DRAYTON,ND,714
ND01300,DUNN,ND,3100
ND04001,DUNSEITH,ND,597
ND01400,EDDY,ND,2301
ND02301,EDGELEY,ND,572
ND01902,ELGIN,ND,520
ND01101,ELLENDALE,ND,1135
ND01804,EMERADO,ND,452
ND01500,EMMONS,ND,3182
ND03701,ENDERLIN,ND,842
ND00902,FARGO,ND,138990
ND05203,FESSENDEN,ND,443
ND01600,FOSTER,ND,1296
ND02801,GARRISON,ND,1465
ND01700,GOLDEN VALLEY,ND,1811
ND05001,GRAFTON,ND,3995
ND01800,GRAND FORKS,ND,11259
ND01801,GRAND FORKS,ND,60024
ND01900,GRANT,ND,2231
ND02000,GRIGGS,ND,2204
ND04102,GWINNER,ND,885
ND05201,HARVEY,ND,1547
ND04905,HATTON,ND,716
ND02902,HAZEN,ND,2291
ND02100,HETTINGER,ND,2402
ND04901,HILLSBORO,ND,1664
ND04701,JAMESTOWN,ND,15782
ND05101,KENMARE,ND,909
ND02200,KIDDER,ND,1708
ND01302,KILLDEER,ND,906
ND02302,KULM,ND,362
ND02300,LAMOURE,ND,3294
ND02303,LAMOURE,ND,737
ND01001,LANGDON,ND,1827
ND01802,LARIMORE,ND,1234
ND02402,LEHR,ND,69
ND00803,LINCOLN,ND,4562
ND01501,LINTON,ND,1034
ND03702,LISBON,ND,2170
ND02400,LOGAN,ND,1131
ND03002,MANDAN,ND,24931
ND04902,MAYVILLE,ND,1813
ND02500,MCHENRY,ND,5080
ND02600,MCINTOSH,ND,1617
ND02700,MCKENZIE,ND,8561
ND02800,MCLEAN,ND,8379
ND00401,MEDORA,ND,174
ND02900,MERCER,ND,2993
ND05102,MINOT,ND,47206
ND03000,MORTON,ND,9407
ND03100,MOUNTRAIL,ND,4469
ND02403,NAPOLEON,ND,745
ND03200,NELSON,ND,3002
ND01401,NEW ROCKFORD,ND,1331
ND03005,NEW SALEM,ND,1091
ND03101,NEW TOWN,ND,2728
ND01803,NORTHWOOD,ND,943
ND01102,OAKES,ND,1776
ND03300,OLIVER,ND,1882
ND03102,PARSHALL,ND,899
ND03400,PEMBINA,ND,4589
ND03500,PIERCE,ND,1411
ND04906,PORTLAND,ND,582
ND00705,POWERS LAKE,ND,373
ND03600,RAMSEY,ND,4150
ND03700,RANSOM,ND,3382
ND05304,RAY,ND,759
ND03800,RENVILLE,ND,2395
ND03900,RICHLAND,ND,8510
ND04000,ROLETTE,ND,9348
ND04004,ROLETTE,ND,454
ND04002,ROLLA,ND,1143
ND03501,RUGBY,ND,2403
ND04100,SARGENT,ND,3670
ND00602,SCRANTON,ND,248
ND04200,SHERIDAN,ND,1267
ND03803,SHERWOOD,ND,202
ND04300,SIOUX,ND,3665
ND04400,SLOPE,ND,649
ND04504,SOUTH HEART,ND,418
ND04003,ST. JOHN,ND,307
ND03103,STANLEY,ND,2178
ND02903,STANTON,ND,362
ND04500,STARK,ND,8009
ND02203,STEELE,ND,653
ND04600,STEELE,ND,1757
ND04700,STUTSMAN,ND,5713
ND05105,SURREY,ND,1456
ND01806,THOMPSON,ND,1090
ND05301,TIOGA,ND,2170
ND04800,TOWNER,ND,2025
ND04900,TRAILL,ND,7974
ND00201,VALLEY CITY,ND,6580
ND02502,VELVA,ND,1044
ND03903,WAHPETON,ND,8142
ND05000,WALSH,ND,6120
ND05100,WARD,ND,16525
ND02701,WATFORD CITY,ND,6201
ND05200,WELLS,ND,2208
ND00903,WEST FARGO,ND,41577
ND05300,WILLIAMS,ND,8948
ND05302,WILLISTON,ND,28724
ND00502,WILLOW CITY,ND,148
ND02602,WISHEK,ND,824
NB00100,ADAMS,NE,6070
NB00901,AINSWORTH,NE,1601
NB00601,ALBION,NE,1744
NB00701,ALLIANCE,NE,8049
NB04201,ALMA,NE,1007
NB00200,ANTELOPE,NE,4521
NB03301,ARAPAHOE,NE,931
NB00300,ARTHUR,NE,421
NB07802,ASHLAND,NE,3440
NB04502,ATKINSON,NE,1317
NB06401,AUBURN,NE,3471
NB04101,AURORA,NE,4728
NB00400,BANNER,NE,663
NB07501,BASSETT,NE,523
NB06002,BATTLE CREEK,NE,1175
NB06201,BAYARD,NE,1106
NB03401,BEATRICE,NE,12307
NB02003,BEEMER,NE,658
NB07701,BELLEVUE,NE,64686
NB02901,BENKELMAN,NE,770
NB02807,BENNINGTON,NE,1972
NB06902,BERTRAND,NE,705
NB00500,BLAINE,NE,461
NB08901,BLAIR,NE,8043
NB05405,BLOOMFIELD,NE,930
NB00600,BOONE,NE,3613
NB00700,BOX BUTTE,NE,2634
NB00800,BOYD,NE,1676
NB02806,BOYS TOWN,NE,727
NB06202,BRIDGEPORT,NE,1440
NB02101,BROKEN BOW,NE,3486
NB00900,BROWN,NE,2873
NB01000,BUFFALO,NE,15113
NB01100,BURT,NE,3253
NB03601,BURWELL,NE,1003
NB01200,BUTLER,NE,5434
NB03302,CAMBRIDGE,NE,1049
NB01300,CASS,NE,20779
NB01400,CEDAR,NE,6425
NB00604,CEDAR RAPIDS,NE,376
NB06101,CENTRAL CITY,NE,3178
NB02301,CHADRON,NE,5074
NB02501,CHAPPELL,NE,867
NB01500,CHASE,NE,1783
NB01600,CHERRY,NE,2943
NB01700,CHEYENNE,NE,3139
NB01800,CLAY,NE,3724
NB01404,COLERIDGE,NE,512
NB01900,COLFAX,NE,4150
NB07101,COLUMBUS,NE,25392
NB02401,COZAD,NE,3938
NB02302,CRAWFORD,NE,785
NB05401,CREIGHTON,NE,1105
NB07602,CRETE,NE,7584
NB02000,CUMING,NE,4262
NB03201,CURTIS,NE,810
NB02100,CUSTER,NE,7009
NB02200,DAKOTA,NE,7093
NB02202,DAKOTA CITY,NE,2038
NB01201,DAVID CITY,NE,3033
NB02300,DAWES,NE,2899
NB02400,DAWSON,NE,5973
NB01104,DECATUR,NE,411
NB02500,DEUEL,NE,1909
NB02600,DIXON,NE,5145
NB02700,DODGE,NE,7239
NB02704,DODGE SNYDER,NE,816
NB02800,DOUGLAS,NE,103800
NB02900,DUNDY,NE,1565
NB00202,ELGIN,NE,709
NB02203,EMERSON,NE,371
NB04801,FAIRBURY,NE,3830
NB07401,FALLS CITY,NE,4022
NB03000,FILLMORE,NE,5503
NB03100,FRANKLIN,NE,2801
NB03101,FRANKLIN,NE,884
NB02701,FREMONT,NE,28464
NB07603,FRIEND,NE,935
NB03200,FRONTIER,NE,2547
NB06301,FULLERTON,NE,1207
NB03300,FURNAS,NE,4432
NB03400,GAGE,NE,8069
NB03500,GARDEN,NE,1784
NB03600,GARFIELD,NE,1685
NB03001,GENEVA,NE,2123
NB06302,GENOA,NE,851
NB07902,GERING,NE,8540
NB01002,GIBBON,NE,1926
NB08101,GORDON,NE,1428
NB03700,GOSPER,NE,1788
NB02402,GOTHENBURG,NE,3439
NB04001,GRAND ISLAND,NE,53307
NB03800,GRANT,NE,563
NB06801,GRANT,NE,1111
NB03900,GREELEY,NE,1913
NB07703,GRETNA,NE,9181
NB04000,HALL,NE,9639
NB04100,HAMILTON,NE,4885
NB04200,HARLAN,NE,3011
NB01401,HARTINGTON,NE,1498
NB01801,HARVARD,NE,941
NB00101,HASTINGS,NE,25158
NB04300,HAYES,NE,846
NB00702,HEMINGFORD,NE,765
NB09302,HENDERSON,NE,1091
NB04400,HITCHCOCK,NE,2424
NB06901,HOLDREGE,NE,5561
NB04500,HOLT,NE,5235
NB04600,HOOKER,NE,697
NB02707,HOOPER,NE,780
NB04700,HOWARD,NE,4153
NB07402,HUMBOLDT,NE,780
NB07102,HUMPHREY,NE,891
NB01501,IMPERIAL,NE,1953
NB04800,JEFFERSON,NE,7112
NB04900,JOHNSON,NE,5204
NB01001,KEARNEY,NE,34959
NB05000,KEARNEY,NE,3656
NB05100,KEITH,NE,3389
NB05200,KEYA PAHA,NE,836
NB05300,KIMBALL,NE,1097
NB05301,KIMBALL,NE,2186
NB05400,KNOX,NE,6257
NB07704,LA VISTA,NE,16485
NB05500,LANCASTER,NE,32744
NB01403,LAUREL,NE,939
NB02403,LEXINGTON,NE,11344
NB05501,LINCOLN,NE,302860
NB05600,LINCOLN,NE,10686
NB05700,LOGAN,NE,690
NB01303,LOUISVILLE,NE,1409
NB05800,LOUP,NE,576
NB08201,LOUP CITY,NE,1043
NB07904,LYMAN,NE,250
NB01101,LYONS,NE,810
NB06000,MADISON,NE,5397
NB06003,MADISON,NE,2145
NB07301,MCCOOK,NE,7162
NB05900,MCPHERSON,NE,371
NB06100,MERRICK,NE,4711
NB08002,MILFORD,NE,2228
NB07906,MINATARE,NE,700
NB05001,MINDEN,NE,3113
NB07903,MITCHELL,NE,1515
NB06200,MORRILL,NE,3365
NB07905,MORRILL,NE,919
NB06300,NANCE,NE,3233
NB06601,NEBRASKA CITY,NE,7606
NB00201,NELIGH,NE,1555
NB06400,NEMAHA,NE,7042
NB06005,NEWMAN GROVE,NE,617
NB06001,NORFOLK,NE,26231
NB05601,NORTH PLATTE,NE,22363
NB06500,NUCKOLLS,NE,2266
NB04501,O'NEILL,NE,3580
NB01102,OAKLAND,NE,1351
NB05101,OGALLALA,NE,4722
NB02802,OMAHA,NE,488395
NB08801,ORD,NE,2086
NB07202,OSCEOLA,NE,889
NB03501,OSHKOSH,NE,756
NB07003,OSMOND,NE,802
NB06600,OTOE,NE,9176
NB03303,OXFORD,NE,514
NB07702,PAPILLION,NE,25172
